Mooring Name,Latitude,Longitude,Date,Time,xCO2  SW (wet) (umol/mol),QF,H2O (mmol/mol),xCO2  Air (wet) (umol/mol),QF,H2O (mmol/mol),Licor Atm Pressure  (hPa),Licor Temp (C),% O2,SST (C),Salinity,xCO2  SW (dry) (umol/mol),xCO2  Air (dry) (umol/mol),fCO2  SW (sat) uatm,fCO2  Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2
CRIMP2_158W_21N,21.458,-157.798,6/8/2010,15:17,456.6,2,9.32,389.7,2,8.78,1013.8,26.4,98.27,25.187,35.169,460.9,393.2,445.4,380,65.4,446.8,381.2,65.7
CRIMP2_158W_21N,21.458,-157.798,6/8/2010,18:17,500.1,2,9.47,390.1,2,8.48,1015.1,26.3,97.44,24.789,35.147,504.9,393.4,488.9,381,107.9,490.5,382.2,108.3
CRIMP2_158W_21N,21.458,-157.798,6/8/2010,21:17,454.3,2,9.57,389.4,2,8.88,1015.3,26.5,98.6,25.72,35.247,458.7,392.9,443.5,379.9,63.6,444.9,381.1,63.8
CRIMP2_158W_21N,21.458,-157.798,6/9/2010,0:17,412.1,2,9.86,389.6,2,8.62,1014.4,26.6,99.71,26.116,35.325,416.2,393,401.8,379.4,22.4,403,380.6,22.4
CRIMP2_158W_21N,21.458,-157.798,6/9/2010,3:17,389.7,2,9.95,389.5,2,8.65,1014.4,26.8,100.72,26.297,35.342,393.6,392.9,379.9,379.1,0.7,381.1,380.3,0.7
CRIMP2_158W_21N,21.458,-157.798,6/9/2010,6:17,354.5,2,9.57,389.4,2,8.66,1015.9,26.8,101.02,26.424,35.359,357.9,392.8,345.8,379.5,-33.7,346.9,380.7,-33.8
CRIMP2_158W_21N,21.458,-157.798,6/9/2010,9:17,412,2,9.35,389.9,2,8.46,1016.8,26.6,99.56,24.994,35.115,415.8,393.3,403.3,381.4,21.9,404.6,382.6,22
CRIMP2_158W_21N,21.458,-157.798,6/9/2010,12:17,484,2,9.33,389.7,2,8.6,1015.3,26.4,98.02,24.73,35.123,488.6,393.1,473.3,380.8,92.5,474.8,382,92.8
CRIMP2_158W_21N,21.458,-157.798,6/9/2010,15:17,542.9,2,9.13,390,2,8.41,1015.5,26.2,96.72,24.48,35.181,547.9,393.3,531.1,381.3,149.8,532.8,382.5,150.3
CRIMP2_158W_21N,21.458,-157.798,6/9/2010,18:17,524.9,2,9.36,390.1,2,8.53,1016.9,26.1,96.96,24.688,35.28,529.8,393.5,514.2,381.8,132.4,515.8,383,132.8
CRIMP2_158W_21N,21.458,-157.798,6/9/2010,21:17,369.1,2,9.6,390.3,2,8.31,1017.1,26.4,99.39,25.794,35.287,372.7,393.5,361,381.2,-20.2,362.2,382.4,-20.2
CRIMP2_158W_21N,21.458,-157.798,6/10/2010,0:17,369.6,2,9.81,389.5,2,8.69,1015.9,26.5,101.13,25.951,35.321,373.3,392.9,361,380,-19,362.1,381.2,-19.1
CRIMP2_158W_21N,21.458,-157.798,6/10/2010,3:17,378,2,9.93,389.1,2,9.08,1015.7,26.6,101.64,26.012,35.336,381.8,392.7,369.1,379.6,-10.5,370.2,380.8,-10.6
CRIMP2_158W_21N,21.458,-157.798,6/10/2010,6:17,352.9,2,9.37,389.5,2,8.56,1016.9,26.5,101.15,25.655,35.185,356.3,392.9,345.1,380.6,-35.5,346.2,381.8,-35.6
CRIMP2_158W_21N,21.458,-157.798,6/10/2010,9:17,425.7,2,9.23,389.8,2,8.5,1018.2,26.3,99.45,24.85,35.145,429.7,393.1,417.4,381.9,35.5,418.7,383.1,35.6
CRIMP2_158W_21N,21.458,-157.798,6/10/2010,12:17,473,2,9.26,389.7,2,8.75,1016.5,26.2,97.97,24.934,35.211,477.5,393.2,462.9,381.2,81.7,464.4,382.4,82
CRIMP2_158W_21N,21.458,-157.798,6/10/2010,15:17,528.5,2,9.22,389.9,2,8.68,1016.8,26.1,96.5,24.857,35.23,533.4,393.3,517.4,381.5,135.9,519.1,382.8,136.3
CRIMP2_158W_21N,21.458,-157.798,6/10/2010,18:17,587.4,2,9.39,390,2,8.68,1017.9,26.1,96.27,24.664,35.349,593,393.5,576,382.2,193.8,577.9,383.4,194.4
CRIMP2_158W_21N,21.458,-157.798,6/10/2010,21:17,373.1,2,9.6,389.4,2,8.8,1017.8,26.5,99.28,25.596,35.258,376.7,392.9,365.3,380.9,-15.7,366.4,382.1,-15.7
CRIMP2_158W_21N,21.458,-157.798,6/11/2010,0:17,368.9,2,9.77,389.5,2,8.85,1016.3,26.7,101.46,26.062,35.326,372.5,393,360.4,380.2,-19.8,361.5,381.4,-19.9
CRIMP2_158W_21N,21.458,-157.798,6/11/2010,3:17,419.2,2,9.88,389.4,2,8.95,1015.5,26.6,101.16,25.574,35.311,423.4,393,409.6,380.2,29.5,410.9,381.4,29.5
CRIMP2_158W_21N,21.458,-157.798,6/11/2010,6:17,415.4,2,9.58,389.4,2,8.8,1016.3,26.5,100.8,25.727,35.342,419.4,392.9,406,380.3,25.7,407.3,381.5,25.8
CRIMP2_158W_21N,21.458,-157.798,6/11/2010,9:17,400.3,2,9.35,389.6,2,8.58,1016.9,26.4,99.5,24.992,35.143,404,393,391.8,381.1,10.7,393.1,382.3,10.8
CRIMP2_158W_21N,21.458,-157.798,6/11/2010,12:17,487.2,2,9.28,390.2,2,8.1,1015.3,26.2,97.97,24.633,35.14,491.8,393.4,476.5,381.2,95.3,478.1,382.4,95.7
CRIMP2_158W_21N,21.458,-157.798,6/11/2010,15:17,464.6,2,9.18,390,2,8.19,1015.7,26.1,97.35,24.536,35.143,468.9,393.3,454.5,381.3,73.3,456,382.5,73.5
CRIMP2_158W_21N,21.458,-157.798,6/11/2010,18:17,565.5,2,9.45,390.1,2,8.24,1016.6,26.1,96.13,24.352,35.166,570.8,393.4,554.1,381.8,172.3,555.9,383.1,172.9
CRIMP2_158W_21N,21.458,-157.798,6/11/2010,21:17,380.5,2,9.62,389.7,2,8.06,1016.8,26.6,99.06,25.702,35.337,384.2,392.9,372,380.5,-8.4,373.2,381.7,-8.5
CRIMP2_158W_21N,21.458,-157.798,6/12/2010,0:17,352.3,2,10.1,390,2,8.56,1015.4,26.9,101.64,26.089,35.269,355.8,393.4,343.9,380.2,-36.3,345,381.4,-36.4
CRIMP2_158W_21N,21.458,-157.798,6/12/2010,3:17,393.2,2,10.17,389.4,2,8.56,1014.6,27.3,101.71,25.816,35.274,397.2,392.7,383.8,379.4,4.4,385,380.6,4.4
CRIMP2_158W_21N,21.458,-157.798,6/12/2010,6:17,441.6,2,9.58,389.6,2,8.62,1015.7,27.1,100.79,25.408,35.35,445.9,393,431.6,380.4,51.2,432.9,381.6,51.3
CRIMP2_158W_21N,21.458,-157.798,6/12/2010,9:17,385.8,2,9.65,389.3,2,8.83,1016.4,26.8,100.21,25.895,35.298,389.6,392.8,377,380.1,-3.1,378.2,381.3,-3.1
CRIMP2_158W_21N,21.458,-157.798,6/12/2010,12:17,478.6,2,9.27,389.6,2,8.91,1014.6,26.5,98.52,25.102,35.264,483.1,393.1,467.4,380.3,87.1,468.8,381.5,87.4
CRIMP2_158W_21N,21.458,-157.798,6/12/2010,15:17,492.7,2,9.36,389.9,2,8.62,1014.8,26.2,97.3,24.964,35.27,497.3,393.3,481.3,380.7,100.6,482.9,381.9,101
CRIMP2_158W_21N,21.458,-157.798,6/12/2010,18:17,626.1,2,9.62,389.9,2,8.83,1015.9,26.1,95.56,24.647,35.261,632.1,393.4,612.9,381.4,231.5,614.8,382.6,232.2
CRIMP2_158W_21N,21.458,-157.798,6/12/2010,21:17,396.3,2,9.89,389.6,2,8.69,1016.1,26.3,98.3,25.418,35.248,400.3,393,387.6,380.5,7.1,388.8,381.7,7.1
CRIMP2_158W_21N,21.458,-157.798,6/13/2010,0:17,339.8,2,10.25,389.4,2,8.67,1014.9,26.9,101.22,26.302,35.26,343.3,392.8,331.4,379.3,-47.9,332.5,380.5,-48
CRIMP2_158W_21N,21.458,-157.798,6/13/2010,3:17,392.8,2,10.3,389,2,8.81,1014.2,27.2,101.6,25.88,35.265,396.9,392.4,383.2,378.9,4.3,384.4,380.1,4.3
CRIMP2_158W_21N,21.458,-157.798,6/13/2010,6:17,411.4,2,9.7,389,2,8.87,1015.2,27.1,101.19,25.576,35.327,415.4,392.5,401.8,379.6,22.1,403.1,380.8,22.2
CRIMP2_158W_21N,21.458,-157.798,6/13/2010,9:17,440.8,2,9.72,389.1,2,8.88,1016.4,26.7,100.14,25.56,35.311,445.2,392.6,431.1,380.2,50.9,432.4,381.4,51
CRIMP2_158W_21N,21.458,-157.798,6/13/2010,12:17,458.3,2,9.62,389.2,2,8.9,1015.7,26.5,98.48,24.951,35.149,462.7,392.7,448.3,380.5,67.8,449.7,381.7,68
CRIMP2_158W_21N,21.458,-157.798,6/13/2010,15:17,534.2,2,9.6,389,2,8.99,1015.6,26.4,96.97,24.86,35.157,539.4,392.5,522.5,380.3,142.3,524.2,381.5,142.7
CRIMP2_158W_21N,21.458,-157.798,6/13/2010,18:17,558.1,2,9.8,389.2,2,8.88,1016.5,26.3,95.81,24.803,35.163,563.7,392.6,546.6,380.8,165.9,548.4,382,166.4
CRIMP2_158W_21N,21.458,-157.798,6/13/2010,21:17,410,2,9.99,389,2,8.82,1016.1,26.8,98.42,25.613,35.144,414.1,392.4,400.9,379.8,21,402.1,381.1,21.1
CRIMP2_158W_21N,21.458,-157.798,6/14/2010,0:17,347.2,2,10.47,388.8,2,8.85,1014.9,27.3,101.34,26.581,35.252,350.8,392.2,338.5,378.5,-39.9,339.6,379.7,-40.1
CRIMP2_158W_21N,21.458,-157.798,6/14/2010,3:17,394.4,2,10.31,389.9,2,8.98,1013.9,27.6,101.85,26.068,35.281,398.5,393.4,384.5,379.6,5,385.7,380.8,5
CRIMP2_158W_21N,21.458,-157.798,6/14/2010,6:17,420.5,2,9.85,388.6,2,9.04,1014.8,27.3,101.29,25.689,35.318,424.7,392.1,410.5,379,31.5,411.8,380.2,31.6
CRIMP2_158W_21N,21.458,-157.798,6/14/2010,9:17,485.7,2,9.7,388.8,2,9,1015.5,26.9,99.8,25.613,35.323,490.5,392.3,474.5,379.5,95,476,380.7,95.3
CRIMP2_158W_21N,21.458,-157.798,6/14/2010,12:17,465.3,2,9.25,389,2,8.8,1013.8,26.5,98.53,25.506,35.222,469.7,392.5,453.7,379.1,74.6,455.1,380.3,74.8
CRIMP2_158W_21N,21.458,-157.798,6/14/2010,15:17,539.1,2,9.22,389,2,9.02,1013.7,26.1,96.64,24.9,35.12,544.1,392.5,526.1,379.5,146.6,527.8,380.7,147.1
CRIMP2_158W_21N,21.458,-157.798,6/14/2010,18:17,576.9,2,9.7,389,2,8.89,1014.5,25.9,95.05,24.881,35.119,582.5,392.5,563.7,379.9,183.8,565.5,381.1,184.4
CRIMP2_158W_21N,21.458,-157.798,6/14/2010,21:17,418.4,2,10.04,388.7,2,9,1014.5,26.3,97.62,25.763,35.135,422.6,392.2,408.3,378.9,29.4,409.6,380.1,29.5
CRIMP2_158W_21N,21.458,-157.798,6/15/2010,0:17,333.5,2,10.48,388.3,2,8.83,1013.4,26.9,101.24,26.865,35.221,337.1,391.8,324.6,377.3,-52.7,325.6,378.4,-52.9
CRIMP2_158W_21N,21.458,-157.798,6/15/2010,3:17,381.3,2,10.86,388.2,2,9.22,1013,27.4,102.09,26.6,35.206,385.4,391.8,371.2,377.3,-6.1,372.4,378.5,-6.1
CRIMP2_158W_21N,21.458,-157.798,6/15/2010,6:17,374,2,9.79,388.2,2,9.07,1014,27.3,102.83,26.538,35.247,377.7,391.7,364.2,377.7,-13.5,365.3,378.9,-13.6
CRIMP2_158W_21N,21.458,-157.798,6/15/2010,9:17,486.6,2,9.8,388.7,2,9.06,1014.5,26.8,101.08,25.877,35.337,491.4,392.3,474.6,378.9,95.7,476.1,380.1,96
CRIMP2_158W_21N,21.458,-157.798,6/15/2010,12:17,592.8,2,9.68,388.7,2,8.96,1012.9,26.5,98.49,25.733,35.312,598.5,392.2,577.3,378.3,199,579.2,379.5,199.7
CRIMP2_158W_21N,21.458,-157.798,6/15/2010,15:17,506.3,2,9.63,388.4,2,8.98,1012.4,26.3,97.53,26.048,35.328,511.3,391.9,492.6,377.6,115,494.2,378.8,115.3
CRIMP2_158W_21N,21.458,-157.798,6/15/2010,18:17,566.5,2,10.13,388.5,2,9.11,1013.3,26.2,95.7,26.035,35.309,572.3,392,551.9,378.1,173.9,553.7,379.3,174.4
CRIMP2_158W_21N,21.458,-157.798,6/15/2010,21:17,424.1,2,10.44,388.1,2,9.1,1013.8,26.8,97.69,27.02,35.333,428.6,391.7,412.8,377.2,35.6,414.1,378.4,35.7
CRIMP2_158W_21N,21.458,-157.798,6/16/2010,0:17,334.6,2,10.95,388.5,2,9.23,1012.9,27.3,101.28,27.385,35.279,338.3,392.1,325.2,376.9,-51.7,326.2,378.1,-51.9
CRIMP2_158W_21N,21.458,-157.798,6/16/2010,3:17,381.6,2,11.02,388.1,2,9.47,1012.6,27.7,101.99,27.094,35.293,385.8,391.8,371,376.8,-5.7,372.2,378,-5.8
CRIMP2_158W_21N,21.458,-157.798,6/16/2010,6:17,393.4,2,10.2,388.4,2,9.24,1014,27.5,101.98,26.513,35.275,397.5,392,383.2,377.9,5.3,384.4,379.1,5.3
CRIMP2_158W_21N,21.458,-157.798,6/16/2010,9:17,479.5,2,10.15,388.5,2,9.3,1015.1,27.1,100.48,26.119,35.346,484.4,392.1,468,378.8,89.1,469.4,380,89.4
CRIMP2_158W_21N,21.458,-157.798,6/16/2010,12:17,535.9,2,9.97,388.8,2,9.17,1013.8,26.8,98.29,26.203,35.281,541.3,392.4,522.1,378.5,143.6,523.7,379.7,144
CRIMP2_158W_21N,21.458,-157.798,6/16/2010,15:17,540.8,2,9.93,388.6,2,9.2,1013.8,26.6,96.24,26.133,35.273,546.3,392.2,527,378.3,148.7,528.6,379.5,149.1
CRIMP2_158W_21N,21.458,-157.798,6/16/2010,18:17,537,2,10.31,388.5,2,9.15,1015.2,26.5,95.35,25.723,35.266,542.6,392.1,524.6,379.1,145.5,526.3,380.3,146
CRIMP2_158W_21N,21.458,-157.798,6/17/2010,0:17,314.5,2,11.57,387.8,2,9.53,1014.5,27.8,101.77,27.154,35.166,318.1,391.5,306.5,377.2,-70.7,307.5,378.4,-70.9
CRIMP2_158W_21N,21.458,-157.798,6/17/2010,3:17,314,2,11.44,387.5,2,9.44,1014.2,28.2,104.56,27.417,35.212,317.6,391.2,305.8,376.6,-70.8,306.7,377.7,-71
CRIMP2_158W_21N,21.458,-157.798,6/17/2010,6:17,360.4,2,10.25,387.7,2,9.06,1015.3,28,104.86,26.649,35.239,364.1,391.2,351.4,377.6,-26.2,352.5,378.8,-26.3
CRIMP2_158W_21N,21.458,-157.798,6/17/2010,9:17,443.8,2,10.49,386.9,2,9.3,1015.7,27.5,102.94,26.239,35.304,448.5,390.6,433.4,377.4,55.9,434.7,378.6,56.1
